"DP02_0015E","DP02_0016E","DP02_0066PE","DP02_0067PE","DP02_0071PE","DP02_0079PE","DP02_0088PE","DP02_0092PE","DP02_0101PE","DP02_0112PE","DP03_0005PE","DP03_0007PE","DP03_0009PE","DP03_0021PE","DP03_0025E","DP03_0062E","DP03_0063E","DP03_0096PE","DP03_0097PE","DP03_0098PE","DP03_0099PE","DP03_0128PE","DP04_0046PE","DP04_0047PE","DP05_0017E","DP05_0032PE","DP05_0066PE","ZCTA5"
3,3.39,80.8,5.4,31.5,96.2,98.9,0,NA,1.1,7.6,57.6,17.9,5.3,28.8,33415,42803,85.7,41.4,60.6,14.3,43.5,89.7,10.3,39.5,97.2,1.1,13832
2.43,2.83,85.7,18,12,95.7,98.6,1,0,0.7,5,33.3,7.5,0,24.3,47399,59941,91.7,67.3,43.1,8.3,16.9,86.8,13.2,44.8,97.1,0,13833
NA,NA,100,22.7,22.7,100,100,0,NA,0,0,0,0,0,NA,NA,NA,22.7,22.7,22.7,77.3,77.3,100,0,NA,100,0,13834
2.44,3.12,82.4,15.8,17.8,96.8,99.3,0.4,0,0.6,5.9,39.3,9.6,2.2,29.7,44750,60670,88.4,60.8,38.1,11.6,14.9,75.7,24.3,43.8,96.9,0.1,13835
2.25,2.96,90.7,17.5,13.2,94.5,95.8,3.5,0,6.8,7.2,39,11.8,0.2,16.8,34753,48069,91.8,56.6,47.7,8.2,14.8,58.6,41.4,42,96.4,3.3,13838
2.07,2.67,86.7,11.4,21.7,93.2,94.2,5.5,22.8,7.3,0,43.8,0,0.6,25.4,44000,45510,89.4,76.2,42.8,10.6,9.9,90.4,9.6,56.5,94.6,3.5,13839
2.7,3.42,87.8,15.1,13,90.6,96.8,3.1,0,1.6,7.1,46.4,13.3,5.1,34.4,43250,50725,91.6,74.7,23.8,8.4,31.6,77.1,22.9,41.6,87,0.3,13841
2.68,3,83.3,15.9,26.8,83.4,96.7,2.8,0,3,0.6,53.3,1.2,1.2,27,77778,73491,92.2,72.4,35.4,7.8,18,90.8,9.2,45.2,89.8,7.6,13842
2.53,3.02,89.5,19.8,14.6,95.4,96.7,3,0,2.1,5.5,36.4,8.7,0,27.4,44178,56051,92.2,67.3,39.6,7.8,16.9,88.2,11.8,43.6,97,0.3,13843
2.73,3.04,84,5.2,16.5,92.9,100,0,NA,1.9,2.7,45.7,5,0,25.7,41750,51325,88.9,56,51.3,11.1,15.1,81.5,18.5,40.6,100,0.6,13844
NA,NA,100,0,0,100,100,0,NA,0,0,100,NA,NA,NA,NA,NA,29,0,29,71,0,29,71,NA,100,0,13845
2.26,2.75,93.7,31.4,22.7,90.8,100,0,NA,5.3,2.7,57.3,6.4,0,24,45625,54195,95.6,86.1,47,4.4,14.7,100,0,55.3,100,0,13846
4.58,4.58,57.1,14.3,40,100,100,0,NA,0,7.3,56.4,16.7,0,NA,NA,NA,100,100,72.7,0,0,25,75,21.9,100,0,13847
2.33,3.01,87.4,17,16.9,91.1,97.5,2.1,3.8,2.3,3.8,39.7,6.4,0.6,27.8,42226,57969,94.8,70.4,42.2,5.2,7.8,81.8,18.2,46.1,98.2,0.9,13849
2.43,2.97,94.9,43,9.5,88.5,89.2,9.8,21.2,11.9,2.2,41.7,3.8,2.5,20.3,61546,79395,96.4,86,29.8,3.6,10.1,79.4,20.6,44.9,86.3,3.1,13850
2.25,2.92,80.4,17.2,16.8,83.2,98.8,1,0,1.8,4.2,44.8,7.7,1.1,22.3,38086,48491,88.5,62.3,42.3,11.5,22.9,62.6,37.4,44.7,97.8,2.4,13856
2.61,2.91,77.9,4,22,50.5,97.8,2.2,0,0,0,38.5,0,0,NA,63021,50718,97.1,88.1,17,2.9,6.5,75.5,24.5,34.1,93.5,0,13859
2.67,3.8,100,29.7,0,67.9,100,0,NA,0,21.3,0,21.3,0,NA,NA,NA,100,100,0,0,0,47.6,52.4,31.2,100,0,13860
3.23,3.32,91.6,22.1,24,99.1,95.6,4.4,0,4.3,0,42.7,0,0,31.4,NA,92300,93.7,66.4,37.8,6.3,10.5,86.5,13.5,37.1,85.8,6.5,13861
2.66,3.01,92.3,19.6,15.5,95.1,97.5,1.4,0,3.4,4.4,37.2,7,0,27.1,59963,67891,94.6,72.2,37,5.4,9.1,83,17,40.9,98.3,1.2,13862
3.19,3.53,93.4,6.1,9.1,93.3,99.4,0.4,100,1.2,10.1,30.9,14.7,0,30.9,56094,63254,94.7,73.1,31.4,5.3,15.4,83.4,16.6,32.4,97.7,2.2,13863
2.16,2.49,76.9,17.7,17,92.4,97.7,1.1,0,0,5.2,34.8,8,2.6,24.1,39057,55324,89.7,65.9,44.2,10.3,3.8,75.8,24.2,45.4,98.6,4.8,13864
2.61,3,91.3,17.3,15.5,93.7,98.9,0.7,29.8,2.8,2.9,35.4,4.5,0,22.9,60399,69355,91.2,77.2,30.2,8.8,7.4,84.8,15.2,45.1,97.6,0.7,13865
2.31,3.1,88.5,24,17.1,82.5,94.1,4.8,7.9,7.5,5.4,38.9,8.8,2.8,18.9,41921,55104,94.4,65.1,43.7,5.6,22.9,59.6,40.4,40.1,87.9,3.6,13901
NA,NA,100,23.4,4.9,61.6,86.8,10.7,31.9,28.8,3.8,72.4,13.8,4.5,11.6,NA,NA,96.3,86.8,10.9,3.7,NA,NA,NA,19.7,62.4,10.5,13902
2.34,2.99,87.3,26.1,15.4,87.3,91.8,6.9,23.1,10.5,4.8,39.5,7.9,2.1,20.1,41556,61954,93.1,63.4,43.5,6.9,22.3,66.5,33.5,42.4,85.6,4.1,13903
2.43,3.01,87.4,17.4,17.2,81.3,94.7,4.9,4.1,7.5,4.5,43.6,8,4.1,19,41738,53999,93.4,60.3,48.8,6.6,20.7,69.2,30.8,42.4,84.6,6.1,13904
2.29,3.09,86.5,28.5,16.7,76.7,89.6,9.4,28.2,14.1,5.5,46.2,10.2,10.2,17.8,35046,49797,91.9,62.3,42.9,8.1,30.4,48.8,51.2,35.9,78.2,6,13905
2.47,3.11,91,21.6,13.7,93.9,95.4,3.5,29,3.6,2.2,36.6,3.5,0.2,24.3,54698,67580,92.7,77.6,30.5,7.3,4.4,78.9,21.1,46.2,95.6,0.8,14001
2.5,2.93,90.2,20.8,12.4,85,96.6,2.8,0,5,3.9,42.6,6.8,0,26.4,66089,74198,95.7,83.5,29,4.3,7.5,81.8,18.2,43.5,87.9,2.5,14004
2.77,3.12,91.3,13,12.1,92.7,97.9,1.7,6.3,3.4,5,30.2,7.2,0.6,26.5,59318,66768,93.4,83.1,25.1,6.6,7.7,82,18,42.6,97.7,3,14005
2.3,2.9,94,19.7,16.2,90.3,97.1,2.3,0,2.3,6.4,34.6,9.8,0.1,27.8,53642,66085,91.5,74.3,35.1,8.5,9.2,82.6,17.4,46.5,95.7,1.4,14006
2.79,3.2,91,13.1,8.2,97.3,98.8,1,0,1,6.1,30.6,8.8,0.3,28.9,55625,65206,96.3,73.5,35,3.7,12.5,81.5,18.5,43,96,0.8,14008
2.35,2.91,87.9,15.8,14.1,87,98.1,1.1,48.4,2.7,5.5,37.2,8.7,0,23.5,44464,54836,93.9,70.9,37.8,6.1,15.8,77.3,22.7,40.3,95.7,1.9,14009
2.5,2.92,82.7,12.1,9.1,77.1,95.1,3.3,4.6,9.4,2.2,61.5,5.6,0.6,23.9,60307,66277,94.8,81.9,29.2,5.2,6.4,72.4,27.6,37.6,73.8,7.9,14011
2.79,3.09,91.4,15.4,13.3,93.3,97.8,2.1,48.1,5.2,2.7,46.5,5,0,25.6,52045,64499,90.9,70.5,36.4,9.1,11.6,82.4,17.6,42.2,97.2,6.7,14012
2.28,2.75,89,10.7,12.5,97.9,95.7,2.5,0,6.2,6.7,37.2,10.6,0,26.4,48833,52170,89.9,66.5,41.4,10.1,12.4,86.2,13.8,47.9,69.6,1.6,14013
2.3,2.96,90.4,21.6,15.8,86,96.6,2.6,8.6,4.5,4.2,38.4,6.7,0.7,18.6,44864,56687,91.2,67.2,40.8,8.8,18,63,37,42.4,89.8,4.2,14020
2.76,3.25,88.7,16.4,10.4,92.8,98.9,0.4,0,5.4,7.4,30.4,10.6,0.4,31.3,59338,63668,90.7,74.1,28.5,9.3,12.8,89.6,10.4,37,99.7,0.9,14024
2.43,3.03,97.9,33.9,7.8,91.1,98.1,1.9,0,1.6,3.9,27.2,5.4,0.2,28.9,62073,76893,98.9,91.1,21.8,1.1,2.7,80.8,19.2,42.3,99.8,0.7,14025
2.05,2.41,96.9,26.3,9.2,86.2,100,0,NA,1.6,1.7,25.8,2.3,0,17.1,79563,111963,96.8,83.8,22.4,3.2,1.5,73.2,26.8,46.3,98.7,2.5,14026
2.5,3.1,91.8,25.6,11.8,91.8,98.2,1.8,16,2,6.4,33.8,9.7,0,27.1,60625,70780,92,79.4,22.9,8,14.3,87.9,12.1,43,93.5,3.7,14028
2.55,3.06,92.7,14.6,13.4,95.3,100,0,NA,2.1,1.6,37.6,2.6,0.3,26.2,56932,65821,97.9,83.2,30,2.1,5.7,83.4,16.6,48.2,99.2,0.9,14030
2.43,2.98,96.7,43.2,10.8,87.5,91.3,7.6,7.9,7.7,3.6,36.8,5.8,1,19.2,69530,104223,94,83.4,24,6,6.5,75.5,24.5,45.2,93.2,2.4,14031
2.94,3.48,97.2,47.8,8,94.2,93.5,5.7,17.8,6.9,1.5,29.9,2.1,0.5,22,99194,121807,97.5,90.9,15.7,2.5,3.7,87.5,12.5,41.9,95.8,1.5,14032
2.59,2.96,93.5,35.8,7.9,95,95.7,4.3,0,3.4,6.4,25.5,8.6,0,28.5,86708,95698,94.8,84.1,20.3,5.2,7.3,87.2,12.8,44.2,98.6,0,14033
2.44,3.03,82.7,15.2,18.4,80.9,96.1,2.6,0,9.6,2.8,62.9,7.7,0.3,23.3,55000,66285,97.6,68.6,44.8,2.4,17.9,85.8,14.2,42.8,77.5,6.5,14034
2.2,2.64,100,44.4,18.2,100,100,0,NA,22.2,0,55.6,0,0,NA,NA,177033,100,87.9,45.5,0,12.1,100,0,52.8,100,0,14035
2.45,2.93,92.9,16.4,11.7,91.5,98.8,0.5,7.1,1.5,4.2,31,6.1,0,25.2,55744,66113,95.6,80.3,29.1,4.4,12.1,84.7,15.3,45.3,96.9,0.7,14036
2.31,2.67,93.2,26.9,10.9,94.7,98.4,0.4,0,3.4,2.6,32.1,3.8,0,27.9,68056,64016,92.6,79.2,35.4,7.4,8.8,83.8,16.2,50.4,99,1.8,14037
2.64,3.04,100,16.5,9.2,84.9,100,0,NA,0,5.7,36.4,8.9,0,44.9,48750,65533,89.9,78.2,19.3,10.1,13.4,64.4,35.6,32.7,100,0,14039
2.69,3.12,91.9,16.3,12.9,95.9,99,0.5,0,2.6,3.8,36.1,5.9,0.1,28.5,63214,69759,94.3,74.8,35,5.7,10.1,89,11,42.4,99.2,0.5,14040
2.88,3.13,90.7,8.6,19.5,96.3,100,0,NA,0,1.2,43,2.1,0,27.6,47000,53573,93.5,62.8,39.9,6.5,29,70.5,29.5,31.1,94.1,0,14041
2.41,2.99,80.5,11.4,19.7,88,99.1,0.6,0,1.7,7.3,39.1,12,0.4,24.3,35156,45071,89.1,57.9,46.4,10.9,16.8,71.9,28.1,39.3,98.3,1.8,14042
2.21,2.9,92.7,23.3,12.1,90.1,95,4.2,7.6,6,4.2,35.5,6.4,0.4,19.8,51318,60286,94.7,78,34.4,5.3,9.3,70.6,29.4,42.6,95.9,2.5,14043
2.42,3.08,91.3,21.8,11.8,83.8,97.2,1.7,18.9,3.3,5.2,35.6,8,0.3,25.8,58148,61092,93.2,77.1,31,6.8,12.6,86.4,13.6,42.8,97.8,2.1,14047
2.26,2.91,85.8,16.9,18.3,83,88.8,2.6,5.8,17.1,5.6,41.4,9.6,0.3,14.6,40804,50051,94.7,63.5,45.8,5.3,23.2,64.3,35.7,41.3,89,24.3,14048
2.69,3.08,95.8,60.8,6.6,93.5,88.3,11.3,13.4,12.5,1.5,30.5,2.1,0.2,22.2,107500,129466,97.6,90,21.1,2.4,2.8,88.8,11.2,44.1,88.8,2.3,14051
2.47,2.93,94.7,45.9,8.3,90.2,97.2,2.3,0,2.7,3,31.5,4.3,0.4,22.7,75750,91791,95.9,85.1,24.5,4.1,6.4,84.2,15.8,45.4,97.8,1.5,14052
2.23,2.81,93.3,20.4,11,96.7,97.4,2.1,11.5,2.1,3,33.4,4.5,0,25.7,55375,61058,91,81.2,25.9,9,7.3,82.7,17.3,45.3,93.5,1.7,14054
2.56,2.93,93,23.3,7.3,95.5,96.7,2.4,0,1.9,5.8,31.5,8.5,0,28.9,63242,74566,96.4,79.5,25.8,3.6,5.1,92.7,7.3,45.5,99.2,1.2,14055
2.55,2.99,93.5,26.2,13.2,94.1,97.6,2,6.1,2.5,3.9,36.4,6.1,0,29.9,63497,72332,95.3,85.4,27,4.7,5.5,87.3,12.7,48.4,99.8,1,14057
2.8,3.11,84.3,22.4,7.4,94.6,89.7,10.3,2.8,16,3,25.5,4,0,17.9,67155,74068,87.6,75.8,24.4,12.4,4.5,82.4,17.6,37.2,83.8,17.2,14058
2.4,2.84,96.5,35.8,11,95.4,96.7,3.3,12.5,4.9,1.4,36.9,2.2,0,23.4,78322,89154,94.2,84.7,28.8,5.8,3,92.3,7.7,51,98.8,0.3,14059
2.24,3,82.2,10.9,22.1,94.7,97.6,1.9,0,2,4,53.3,8.5,0,41.9,NA,44972,93.9,58.5,51.7,6.1,8.7,95.7,4.3,49.5,95.1,2.9,14060
2.54,2.87,85.7,11,10.2,98.3,97.2,1.7,0,0.9,5.1,30.1,7.4,0,30.2,59545,59713,78.2,65,18.4,21.8,25.1,71.7,28.3,34.7,94.4,2,14061
2.38,2.8,88.6,13.6,18,88.7,97.7,1.6,0,4.5,4.8,42.4,8.4,0,22.1,50469,57561,94.8,70.7,41.4,5.2,14.8,84.2,15.8,48.2,94.5,3.3,14062
2.27,2.79,95,36.4,10,78.8,95.4,3.7,28.3,7.1,3.4,45.4,6.2,0.5,15.5,49596,64715,95,79.4,30.6,5,17.7,69.3,30.7,33.2,93.6,6.3,14063
2.4,2.74,81.6,9.8,13.9,93.6,97.6,2.1,0,4.3,6.1,43.1,10.9,1.8,27.5,42143,49079,89.2,62.7,39.2,10.8,15.6,84,16,42.7,98.2,0.1,14065
2.33,2.7,93.6,13.8,15.3,94.3,99.1,0.5,0,1.6,5,35.1,7.7,1.3,27.1,50455,57689,93.6,75,38.6,6.4,8.1,86.7,13.3,46.2,97.8,0,14066
2.55,3.01,89.8,13.1,13,96.2,97.3,2.6,8.8,1.8,1.2,43.8,2.2,0,24.3,48246,60800,95.8,74.9,38.6,4.2,11,80.6,19.4,42.8,97.2,0.4,14067
2.34,3.17,92.6,43.2,15.2,89.9,86.1,12.4,16.9,16,1.8,46.9,3.4,1.5,18.6,59262,87336,98.6,83.2,35,1.4,10,71.5,28.5,49,87.1,2.7,14068
2.2,2.98,92.7,28.2,12,98.9,96.4,1.5,100,1.6,2,37.7,3.2,0,30.5,41042,58429,99.3,83.3,36.6,0.7,1.3,79.9,20.1,52.5,99.8,0,14069
2.25,2.89,80.4,11.9,18.9,79.7,95,3.8,7.7,9.3,3.2,60.2,8,0.9,24.6,42575,54899,87.8,65.2,37.7,12.2,19.1,69.6,30.4,41.4,75.7,4,14070
2.61,3.06,95.6,41.8,10.7,90.1,91.3,7.6,10.7,8.2,3.9,32.2,5.8,0.4,20.6,78597,88725,94.4,83,25.8,5.6,6.9,80.9,19.1,41.6,93.7,3.5,14072
2.37,2.92,93.9,32.3,11.1,92.9,96.9,2.6,9.8,3.9,4.6,34.9,7.1,0.6,21.9,62963,76959,96,81.6,30.7,4,6.4,74.4,25.6,44.5,96.3,2.4,14075
2.51,2.93,92.7,21,10.1,88.6,99.1,0.9,0,2.2,3.4,33.9,5.2,0.1,29.3,61920,73090,95.5,81.9,29,4.5,8.2,86.7,13.3,45.6,98.4,1.2,14080
2.4,2.94,85.4,16.5,16.9,88,97.6,1.3,0,3.3,4.6,43.8,8.2,0,24.7,57019,63557,84.4,63.5,34,15.6,15.8,76.4,23.6,46.3,57.7,4.3,14081
2,2.5,83.4,17.9,9.8,100,100,0,NA,0,0,39.1,0,1.6,25.6,44063,53608,100,80.2,33.9,0,2.6,81,19,55.7,100,0,14082
2.83,3.09,96.4,36.6,8.4,91.8,98.6,1.4,0,1.9,3.1,27,4.3,1.2,26.6,85536,96618,98.1,88.9,20.8,1.9,4.9,96.8,3.2,39.4,99,1.7,14085
2.64,3.11,95.8,33.8,8.8,92.3,96.8,2.9,7.5,4.4,3.3,27.7,4.6,0.5,22.9,77999,87974,96.9,87.5,23,3.1,3.6,83.4,16.6,41.5,97.3,1.8,14086
2.6,2.91,90.1,19.2,7,94,98.6,1.4,0,4.9,7.1,31.8,10.4,0,26.8,61304,68589,88.4,65.6,34.3,11.6,5.5,91.1,8.9,44.3,78.7,0.3,14091
2.35,3,95,43.2,9.9,90.2,91.7,7.6,1.4,7.6,2.7,40.2,4.6,0.1,19.2,67500,84511,96,87.3,26.5,4,6.6,80.2,19.8,49.7,91.8,1.9,14092
2.4,3,91.4,23.2,11.7,90.7,96.2,3.2,10.2,3.3,4.6,36.5,7.2,0.4,22.2,51787,64782,93.8,74.4,35.4,6.2,11.4,71.5,28.5,42.1,90.8,3.5,14094
2.63,2.94,82.1,13.9,12.3,90.4,98.1,1.6,41.7,7.7,2.5,36.2,4,0.1,25.1,54148,63365,86.8,64.6,34.7,13.2,11,86.5,13.5,42.1,97,2.2,14098
2.81,3.33,88,14.9,14,96.8,97.6,2.2,0,2.4,4.2,38,6.8,0.5,29.7,53125,62313,98.5,77.3,36.2,1.5,9.8,89.8,10.2,45.2,97.7,0.8,14101
2.86,3.36,92.2,33.5,9.9,98.8,98.4,1.6,0,3.6,1.7,25.9,2.3,0,30,95083,89402,96.8,89.4,19.6,3.2,0.6,92.2,7.8,44.2,100,1.1,14102
2.35,2.94,90.4,19.1,18,87.4,94.6,3.6,5.7,7,6.4,41.6,10.9,1.9,20.1,45235,52518,92.6,68.7,44.8,7.4,15.7,69.2,30.8,41.2,90.6,5.2,14103
2.61,3.04,90.5,20.8,12.6,91.2,98.3,1.6,0,2.1,1.4,35.8,2.3,0,27,62985,70847,94.4,77.3,29.5,5.6,8.3,78.3,21.7,42.2,98.4,0.5,14105
2.58,3.04,90,17.1,9.2,95.4,97.5,1.7,0,0.6,3.3,42.5,5.7,0.7,23,50352,67298,91.1,72,33.1,8.9,9.7,83.6,16.4,40.3,99.1,0.4,14108
NA,NA,100,40,3.8,39,97,2.4,46.4,7.2,2.7,69.5,8.8,0,10.5,NA,NA,97.7,97.7,0,2.3,NA,NA,NA,19.3,86.6,9.4,14109
2.81,3.33,90.4,20,13.1,84.1,97.3,2.7,2.1,4.8,7.4,30.4,10.7,0.2,26.2,54940,66514,92.3,70.1,30.5,7.7,7.7,77.6,22.4,40.3,93.6,2.9,14111
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14112
2.29,2.94,96,16.4,10.1,90.5,96.8,3.2,10.5,4.2,2.8,28.4,3.9,0,29.9,41359,59602,82.9,72.9,21.6,17.1,13.1,76.8,23.2,43.2,98.5,1.7,14113
2.35,3.02,92.5,28.3,13.8,90.5,95.5,3.9,6.5,4.6,4.4,33.6,6.6,0.6,21.5,56089,71312,94.5,79.2,31.6,5.5,8.5,72,28,43.1,95.7,2.2,14120
2.64,3.02,84.3,14.7,13.8,89.1,96.2,2.9,11.9,2.7,5.2,33.6,7.9,0,24,54022,64367,92.9,75.2,32.4,7.1,9,77.6,22.4,40.2,97,1.6,14125
1.95,2.92,94.4,27.9,12,100,98.8,1.2,0,0,7,47.4,13.3,0,25.1,55893,55846,100,87.8,22,0,15.5,70.8,29.2,46.2,100,0,14126
2.53,3.06,96,45.3,8.7,91.6,95.3,3.8,1.8,4.2,2.3,34.6,3.5,0.6,22,84798,111114,98,89.6,24.1,2,2.3,78.6,21.4,45.5,96.8,1.6,14127
2.51,3.06,93.1,12.1,11.1,96.1,95.2,4.1,5.1,10.8,7,44.8,12.8,0,26.7,43603,54794,90.2,76.9,34.3,9.8,17.3,79.2,20.8,42.8,75.5,1.8,14129
2.42,3.05,92,6.2,19.8,89.1,100,0,NA,0,0,39.8,0,0,31.1,47679,50746,93,51.2,55.2,7,37.2,67.6,32.4,48.1,97.1,0,14130
2.54,2.96,88.7,15.8,12.7,96.6,97.3,2.7,4.9,1.3,4.8,36,7.4,0.6,25.4,68869,76622,93.9,77.6,36.9,6.1,12.3,87.9,12.1,48.6,96.2,2.3,14131
2.7,3.27,95.5,25.2,8.1,95.6,97.1,2.5,7.6,1.9,4.1,31,5.9,0.2,22.6,60595,71603,92.4,80.4,23.1,7.6,6.2,88.2,11.8,38.2,87.3,1.8,14132
3.32,3.32,78.2,15.4,3.3,95.1,100,0,NA,0,6.9,19.5,8.6,0,28.4,83594,84919,95.1,83.7,25.2,4.9,0,86.5,13.5,41.5,100,0,14134
1.77,3.15,82.7,14.4,12.8,100,100,0,NA,0,13.4,44.5,24.2,0,11.1,43250,40045,78.9,78.9,20.3,21.1,0,62.7,37.3,48.3,100,11.3,14135
2.5,2.94,91.4,17.6,16.6,80.2,96.1,1.5,0,2.7,6.5,40.3,10.8,0,22.4,43882,53401,91.3,67.4,43.1,8.7,16.5,78,22,40.1,97.6,3.4,14136
2.82,3.32,84.4,12.2,12.6,92.6,98.9,0.4,0,11.8,4.2,37.2,6.6,0.2,26,47803,54709,80.9,64.1,31.6,19.1,15.3,80.1,19.9,34.5,96.8,1.6,14138
2.47,2.87,95,40.7,7.5,93.7,93.9,5.1,38.1,1.9,2.6,31.8,3.8,0,24.3,71250,75961,95.4,81.8,24.5,4.6,4.2,83.9,16.1,41.9,91.2,1.2,14139
2.27,2.8,92.6,19.6,13.8,87.7,97,2.6,12.6,4.1,2.7,38.1,4.3,0,23.1,51194,63326,94.8,75.4,36.6,5.2,10.2,71.7,28.3,46.3,95.7,1.4,14141
2.47,2.76,87.2,18.5,16.5,93,99,1,0,3.9,2.7,36.7,4.3,0.8,23.2,54758,61879,93.1,76,34.3,6.9,11.5,81.3,18.7,45.9,93.8,0.9,14143
2.54,2.91,91.4,12.7,9.1,96.2,100,0,NA,1.6,2.2,32.3,3.2,0.8,29.8,56333,64389,96.2,79.5,27.9,3.8,4.1,82.6,17.4,40.7,98.7,0,14145
2.19,2.85,92.8,27.7,14.6,89.9,93.7,5.1,16,6.7,3.1,36.3,4.9,1.7,19,51302,60837,95.4,77.9,35.2,4.6,10.1,72.2,27.8,44.8,92.3,3,14150
2.47,2.97,92.9,14.4,9.5,90.2,98,2,75.7,3.1,4.3,30.3,6.1,0.4,30.4,59306,65507,93.6,78.6,30.3,6.4,10.4,77.5,22.5,42.6,95.1,2.3,14167
3.3,3.3,100,21.6,18.4,100,100,0,NA,0,0,29.2,0,0,NA,NA,56200,44.7,7.9,36.8,55.3,61.8,13,87,16.9,69.7,51.3,14168
1.84,1.99,96.3,5.5,31.8,100,100,0,NA,0,0,43.9,0,0,NA,32407,43847,96.3,41,63.6,3.7,27.2,77.1,22.9,51.3,100,0,14169
2.6,3.19,95.6,21.6,14,95.9,97.2,2.8,54.9,3.4,5.7,29.4,8.1,0,27.5,68333,73778,90.9,75,30.2,9.1,7.8,85.2,14.8,47.5,98,3.8,14170
2.25,2.74,90.1,16.7,13.9,94.1,97.5,2.1,0,1,3.5,43.8,6.2,1.3,31.8,44495,57010,95.6,78.2,41,4.4,9.6,79.2,20.8,49,93.8,1.4,14171
2.4,3.16,92.7,27.8,11.4,95.9,99,1,0,2.3,3.7,41.5,6.3,0,26.6,56591,79410,97.1,75.6,38.4,2.9,6.4,82.5,17.5,47.1,98.2,0,14172
1.89,2.5,91,19.4,6.8,100,100,0,NA,0,7.3,41.3,12.5,0,14.4,34598,40686,81.6,81.6,7.3,18.4,3.1,58.3,41.7,54.6,100,0,14173
2.48,3.04,93.3,34.9,13.7,93.6,92.9,6.4,3.2,3.8,4.2,38.2,6.7,0,23.7,66597,85245,95.4,84.3,31.5,4.6,7.2,85.1,14.9,47.5,97.4,2.4,14174
2.12,3.05,75.8,23.7,14.1,79.3,76.6,11.3,24.9,35.7,6.1,38.8,9.9,20.5,22.6,25551,38152,88.8,43.5,51.6,11.2,41.1,21.7,78.3,31,45.9,35.6,14201
1.71,2.42,88.3,36.8,13.4,66.4,80.4,10.7,23,24.8,6.5,43.1,11.5,4.8,17.7,42336,98254,95.8,66.9,45.6,4.2,15.6,22.8,77.2,36.5,59.2,21.7,14202
1.63,2.57,84.4,43.9,24.1,74,90.7,5.5,6.3,11.7,3.7,45.2,6.7,7.9,17.9,31892,44626,94.3,43.4,57.7,5.7,40.4,0,100,32.4,38,9.2,14203
2.09,2.98,74.6,15,22.4,89.2,92.2,2.6,5.2,12.5,7.9,48.2,15.2,15.3,18.9,26269,38074,91,47.1,56,9,29.9,35.4,64.6,42.3,20.9,10.6,14204
2.3,3.03,82.5,12.3,17.3,90.3,94.8,3.5,1.7,7.8,7.4,39.6,12.3,6.7,20.6,35662,44363,90.1,56.1,47.6,9.9,23.6,62.4,37.6,39.9,81.3,3.9,14206
2.45,3.32,75.3,13.8,17.6,80.5,78,15.2,30.7,31.4,7,44.5,12.6,11.8,22.5,24593,36337,89.3,36,62.5,10.7,40.6,34.6,65.4,31.6,58.1,22.7,14207
2.38,3.14,81.2,14.1,21.5,85,93.7,5.2,26.4,7.1,8.3,51.2,17.1,15.7,19.5,24036,34232,93.2,44.9,59.8,6.8,40.3,42.2,57.8,28.6,15.7,3.1,14208
1.84,2.98,88.8,41.2,19.7,80.3,88.9,7.9,47.5,11.9,5.1,45,9.3,10.8,20.4,31688,57757,93.9,59.1,46.3,6.1,25.7,27.4,72.6,35.2,48.7,8.3,14209
2.28,3,79.2,12.3,20.5,83,95.4,3.5,4.4,8.3,9.3,37.6,14.9,5.2,19.1,33821,44674,90.4,52,51.3,9.6,24.6,44.5,55.5,34.1,85.8,7.2,14210
2.37,3.2,78.4,12.8,19.4,88.3,94.5,4.6,8,8.3,7.7,45.2,14,15.9,21.3,23881,33560,92.3,37.3,66.1,7.7,39.5,41.3,58.7,31.7,16.2,2.8,14211
2.25,3.3,75.3,8.1,18.6,91.8,86.6,12.3,22,20.2,8.4,44.7,15.1,14.4,22.2,23438,32239,91.1,39.5,61.6,8.9,38.6,47.6,52.4,35.8,44.3,3.5,14212
2.69,3.53,70.8,24.6,14.6,77.3,64,26.5,36.8,48,5,45.5,9.1,17.1,23.9,28365,39579,91.7,31.8,65.1,8.3,46.2,34.2,65.8,28.9,39.8,23.3,14213
2.32,2.95,90.7,40.3,13.3,76.8,90.4,8.7,20.7,14,4.2,40.8,7.1,10.2,19.1,39433,57953,91.1,60.2,39.1,8.9,29.1,44,56,32,53,5.6,14214
2.36,3.08,86.4,17.1,16.3,84.9,94.2,5.2,20.1,5.3,8.7,42,15.1,15.6,20.9,31527,42370,91,48.1,53.8,9,30.6,48.8,51.2,32,14.8,2.6,14215
2.11,2.8,90.7,39.5,11.8,83.7,90,7.4,16.6,12.7,5.2,29.6,7.4,5.6,20.5,50781,64726,91.6,70.2,33.1,8.4,13.6,49.3,50.7,36.4,77,9.1,14216
2.12,2.93,92.2,33,14.3,91.8,96.5,2.9,5,4.6,2.8,32.9,4.2,2.3,19.5,50434,63195,96.3,78.4,32.9,3.7,8.3,64.6,35.4,43,93.6,3.1,14217
2.26,2.92,84,15.9,18.2,88.8,88.4,9.1,10,17.2,6.9,38.1,11.2,3.7,22,36628,47024,92,59.3,47.4,8,23.3,54.1,45.9,39.4,81.5,8.6,14218
